Mats,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0s,4s,6s,Opposition Team,Player Name,Total Boundaries,Century,Half Century,Avg SR,Overall Performance,Performance Class
2,1,0,0,0,0.0,5,0.0,0,0,1,0,0,Ireland,MJ Clarke,0,0,0,0.0,0.0,Low
1,1,1,16,16,0.0,17,94.11,0,0,0,3,0,Canada,MJ Clarke,3,0,0,94.11,29.133,High
2,2,1,51,47,51.0,52,98.07,0,0,0,7,2,Scotland,MJ Clarke,9,0,0,98.07,32.120999999999995,High
2,1,0,75,75,75.0,94,79.78,0,1,0,3,2,Afghanistan,MJ Clarke,5,0,1,79.78,25.634,Other
4,4,0,82,44,20.5,113,72.56,0,0,0,11,2,South Africa,MJ Clarke,13,0,0,72.56,25.668,Other
1,1,0,93,93,93.0,80,116.25,0,1,0,7,1,Kenya,MJ Clarke,8,0,1,116.25,37.475,High
2,2,2,126,68,0.0,157,80.25,0,2,0,6,0,Zimbabwe,MJ Clarke,6,0,1,80.25,26.075,Other
5,5,1,143,74,35.75,184,77.71,0,1,0,19,1,New Zealand,MJ Clarke,20,0,1,77.71,29.512999999999998,High
3,2,0,148,101,74.0,173,85.54,1,0,0,8,2,Bangladesh,MJ Clarke,10,1,0,85.54,28.862000000000002,High
5,5,1,177,111,44.25,234,75.64,1,0,0,13,1,India,MJ Clarke,14,1,0,75.64,27.092,Other
8,7,1,206,47,34.33,293,70.3,0,0,0,10,1,West Indies,MJ Clarke,11,0,0,70.3,24.39,Other
9,9,0,350,80,38.88,455,76.92,0,3,0,20,0,Pakistan,MJ Clarke,20,0,1,76.92,29.276,High
16,15,4,724,117,65.81,848,85.37,1,6,0,54,10,Sri Lanka,MJ Clarke,64,1,1,85.37,45.211,High
22,21,2,845,105,44.47,1030,82.03,1,6,0,76,3,England,MJ Clarke,79,1,1,82.03,48.708999999999996,High
1,1,0,17,17,17.0,29,58.62,0,0,0,3,0,Canada,MJ Guptill,3,0,0,58.62,18.485999999999997,Other
1,1,1,39,39,0.0,32,121.87,0,0,0,5,2,Kenya,MJ Guptill,7,0,0,121.87,38.661,High
2,2,0,57,57,28.5,77,74.02,0,1,1,7,0,Afghanistan,MJ Guptill,7,0,1,74.02,24.506,Other
3,3,0,114,106,38.0,140,81.42,1,0,0,12,2,Netherlands,MJ Guptill,14,1,0,81.42,28.826,High
3,3,0,166,115,55.33,188,88.29,1,1,1,21,3,Ireland,MJ Guptill,24,1,1,88.29,34.087,High
14,14,1,507,237,39.0,592,85.64,1,3,2,45,16,West Indies,MJ Guptill,61,1,1,85.64,44.391999999999996,High
17,16,2,485,180,34.64,629,77.1,2,1,2,48,16,South Africa,MJ Guptill,64,1,1,77.1,42.73,High
21,21,0,657,114,31.28,806,81.51,1,3,0,70,20,Australia,MJ Guptill,90,1,1,81.51,51.852999999999994,High
15,15,2,657,118,50.53,620,105.96,3,1,1,66,23,Bangladesh,MJ Guptill,89,1,1,105.96,58.88799999999999,High
28,28,0,756,111,27.0,886,85.32,1,4,4,89,17,India,MJ Guptill,106,1,1,85.32,57.79599999999999,High
19,19,3,749,189,46.81,857,87.39,2,4,1,84,13,England,MJ Guptill,97,1,1,87.39,55.717,High
9,9,2,666,116,95.14,746,89.27,2,5,0,64,12,Zimbabwe,MJ Guptill,76,1,1,89.27,49.980999999999995,High
20,19,2,867,100,51.0,1052,82.41,1,6,0,88,18,Pakistan,MJ Guptill,106,1,1,82.41,56.922999999999995,High
21,21,3,807,138,44.83,794,101.63,2,4,4,76,30,Sri Lanka,MJ Guptill,106,1,1,101.63,62.68899999999999,High
2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Afghanistan,MJ Henry,0,0,0,0.0,0.0,Low
3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,South Africa,MJ Henry,0,0,0,0.0,0.0,Low
2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Zimbabwe,MJ Henry,0,0,0,0.0,0.0,Low
3,1,1,0,0,0.0,0,0.0,0,0,0,0,0,West Indies,MJ Henry,0,0,0,0.0,0.0,Low
4,2,1,3,3,3.0,11,27.27,0,0,1,0,0,Ireland,MJ Henry,0,0,0,27.27,8.181,Low
3,1,1,10,10,0.0,4,250.0,0,0,0,0,1,Netherlands,MJ Henry,1,0,0,250.0,75.3,High
9,2,0,11,6,5.5,22,50.0,0,0,0,1,0,Bangladesh,MJ Henry,1,0,0,50.0,15.3,Low
10,6,1,26,12,5.2,31,83.87,0,0,2,2,1,England,MJ Henry,3,0,0,83.87,26.061,Other
12,3,1,26,20,13.0,24,108.33,0,0,1,3,0,Sri Lanka,MJ Henry,3,0,0,108.33,33.398999999999994,High
9,9,2,57,27,8.14,73,78.08,0,0,2,5,1,Australia,MJ Henry,6,0,0,78.08,25.224,Other
14,5,2,59,48,19.66,42,140.47,0,0,0,5,4,Pakistan,MJ Henry,9,0,0,140.47,44.841,High
10,5,2,63,39,21.0,61,103.27,0,0,1,5,3,India,MJ Henry,8,0,0,103.27,33.381,High
2,1,1,4,4,0.0,7,57.14,0,0,0,1,0,Bangladesh,MJ Humphreys,1,0,0,57.14,17.442,Other
3,3,0,165,106,55.0,203,81.28,1,0,0,12,3,West Indies,MJ Lumb,15,1,0,81.28,29.084,High
1,1,1,2,2,0.0,1,200.0,0,0,0,0,0,Australia,MJ Mason,0,0,0,200.0,60.0,High
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Australia,MJ McClenaghan,0,0,0,0.0,0.0,Low
3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Zimbabwe,MJ McClenaghan,0,0,0,0.0,0.0,Low
3,1,1,1,1,0.0,1,100.0,0,0,0,0,0,Bangladesh,MJ McClenaghan,0,0,0,100.0,30.0,High
4,1,0,3,3,3.0,6,50.0,0,0,0,0,0,India,MJ McClenaghan,0,0,0,50.0,15.0,Low
4,2,2,3,3,0.0,16,18.75,0,0,0,0,0,West Indies,MJ McClenaghan,0,0,0,18.75,5.625,Low
9,2,0,6,4,3.0,15,40.0,0,0,0,0,0,England,MJ McClenaghan,0,0,0,40.0,12.0,Low
13,2,2,6,5,0.0,9,66.66,0,0,0,1,0,Sri Lanka,MJ McClenaghan,1,0,0,66.66,20.298,Other
5,2,2,37,31,0.0,27,137.03,0,0,0,4,2,Pakistan,MJ McClenaghan,6,0,0,137.03,42.909,High
6,4,3,52,34,52.0,64,81.25,0,0,0,5,1,South Africa,MJ McClenaghan,6,0,0,81.25,26.175,Other
2,1,1,3,3,0.0,3,100.0,0,0,0,0,0,Ireland,MJ Potts,0,0,0,100.0,30.0,High
1,1,1,3,3,0.0,4,75.0,0,0,0,0,0,South Africa,MJ Potts,0,0,0,75.0,22.5,Other
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Netherlands,MJ Prior,0,0,0,0.0,0.0,Low
1,1,0,4,4,4.0,8,50.0,0,0,0,0,0,India,MJ Prior,0,0,0,50.0,15.0,Low
1,1,0,6,6,6.0,5,120.0,0,0,0,1,0,Ireland,MJ Prior,1,0,0,120.0,36.3,High
1,1,0,10,10,10.0,19,52.63,0,0,0,1,0,South Africa,MJ Prior,1,0,0,52.63,16.089,Low
1,1,0,21,21,21.0,21,100.0,0,0,0,3,0,West Indies,MJ Prior,3,0,0,100.0,30.9,High
1,1,1,22,22,0.0,19,115.78,0,0,0,2,0,Sri Lanka,MJ Prior,2,0,0,115.78,35.334,High
4,3,1,87,42,43.5,115,75.65,0,0,0,9,0,Bangladesh,MJ Prior,9,0,0,75.65,25.395,Other
6,6,0,138,67,23.0,153,90.19,0,1,2,16,1,Australia,MJ Prior,17,0,1,90.19,32.357,High
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Scotland,MJ Santner,0,0,0,0.0,0.0,Low
2,1,1,7,7,0.0,5,140.0,0,0,0,1,0,Afghanistan,MJ Santner,1,0,0,140.0,42.3,High
1,1,1,36,36,0.0,17,211.76,0,0,0,3,2,Netherlands,MJ Santner,5,0,0,211.76,65.02799999999999,High
4,4,3,41,20,41.0,31,132.25,0,0,0,5,1,Ireland,MJ Santner,6,0,0,132.25,41.474999999999994,High
6,4,1,44,24,14.66,88,50.0,0,0,0,5,0,South Africa,MJ Santner,5,0,0,50.0,16.5,Other
6,2,1,59,38,59.0,57,103.5,0,0,0,2,3,Sri Lanka,MJ Santner,5,0,0,103.5,32.55,High
5,3,1,61,26,30.5,70,87.14,0,0,0,4,2,West Indies,MJ Santner,6,0,0,87.14,27.942,Other
13,8,6,72,17,36.0,73,98.63,0,0,1,3,1,Bangladesh,MJ Santner,4,0,0,98.63,30.788999999999998,High
11,9,2,150,48,21.42,168,89.28,0,0,0,13,1,Pakistan,MJ Santner,14,0,0,89.28,30.983999999999998,High
14,14,4,252,45,25.2,303,83.16,0,0,1,18,8,Australia,MJ Santner,26,0,0,83.16,32.748,High
22,16,4,254,57,21.16,293,86.68,0,1,1,19,7,India,MJ Santner,26,0,1,86.68,34.004000000000005,High
15,13,4,337,67,37.44,335,100.59,0,2,0,26,11,England,MJ Santner,37,0,1,100.59,41.477,High
2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Pakistan,MJ Swepson,0,0,0,0.0,0.0,Low
1,1,0,2,2,2.0,2,100.0,0,0,0,0,0,Sri Lanka,MJ Swepson,0,0,0,100.0,30.0,High
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Canada,MJG Rippon,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Kenya,MJG Rippon,0,0,0,0.0,0.0,Low
2,2,1,17,14,17.0,24,70.83,0,0,0,1,1,Ireland,MJG Rippon,2,0,0,70.83,21.849,Other
2,2,0,54,51,27.0,88,61.36,0,1,0,2,0,Nepal,MJG Rippon,2,0,1,61.36,19.208,Other
3,3,0,109,67,36.33,142,76.76,0,1,0,9,3,New Zealand,MJG Rippon,12,0,1,76.76,26.828000000000003,Other
1,1,0,8,8,8.0,15,53.33,0,0,0,0,0,Afghanistan,MK Pandey,0,0,0,53.33,15.998999999999999,Low
4,2,1,75,71,75.0,87,86.2,0,1,0,5,1,Zimbabwe,MK Pandey,6,0,1,86.2,27.86,Other
6,6,1,118,42,23.6,146,80.82,0,0,1,8,1,New Zealand,MK Pandey,9,0,0,80.82,26.945999999999998,Other
8,6,1,162,50,32.4,200,81.0,0,1,0,10,1,Sri Lanka,MK Pandey,11,0,1,81.0,27.8,Other
10,9,4,203,104,40.6,177,114.68,1,0,1,22,2,Australia,MK Pandey,24,1,0,114.68,41.804,High
1,1,0,2,2,2.0,6,33.33,0,0,0,0,0,Bangladesh,MK Tiwary,0,0,0,33.33,9.998999999999999,Low
3,3,0,34,22,11.33,73,46.57,0,0,0,0,1,Zimbabwe,MK Tiwary,1,0,0,46.57,14.271,Low
2,2,0,35,24,17.5,37,94.59,0,0,0,5,0,England,MK Tiwary,5,0,0,94.59,29.877,High
2,2,0,86,65,43.0,106,81.13,0,1,0,8,0,Sri Lanka,MK Tiwary,8,0,1,81.13,26.939,Other
3,3,1,128,104,64.0,165,77.57,1,0,0,11,2,West Indies,MK Tiwary,13,1,0,77.57,27.370999999999995,Other
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Ireland,ML Cummins,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Zimbabwe,ML Cummins,0,0,0,0.0,0.0,Low
3,1,0,1,1,1.0,4,25.0,0,0,0,0,0,India,ML Cummins,0,0,0,25.0,7.5,Low
4,1,1,4,4,0.0,5,80.0,0,0,0,1,0,England,ML Cummins,1,0,0,80.0,24.3,Other
2,1,0,5,5,5.0,18,27.77,0,0,0,0,0,Afghanistan,ML Cummins,0,0,0,27.77,8.331,Low
3,2,0,1,1,0.5,8,12.5,0,0,1,0,0,Ireland,MM Ali,0,0,0,12.5,3.75,Low
1,1,1,31,31,0.0,9,344.44,0,0,0,1,4,Afghanistan,MM Ali,5,0,0,344.44,104.832,High
3,1,1,42,42,0.0,40,105.0,0,0,0,5,1,Netherlands,MM Ali,6,0,0,105.0,33.3,High
8,7,0,88,42,12.57,111,79.27,0,0,0,7,2,Bangladesh,MM Ali,9,0,0,79.27,26.480999999999998,Other
11,9,0,145,33,16.11,146,99.31,0,0,0,16,3,New Zealand,MM Ali,19,0,0,99.31,35.493,High
14,10,5,155,46,31.0,171,90.64,0,0,2,10,5,Pakistan,MM Ali,15,0,0,90.64,31.692,High
2,2,0,174,128,87.0,140,124.28,1,0,0,15,8,Scotland,MM Ali,23,1,0,124.28,44.384,High
15,14,3,301,77,27.36,259,116.21,0,2,0,29,11,South Africa,MM Ali,40,0,1,116.21,47.063,High
24,22,2,299,46,14.95,376,79.52,0,0,0,29,6,Australia,MM Ali,35,0,0,79.52,34.355999999999995,High
16,11,3,317,102,39.62,284,111.61,1,1,1,23,11,West Indies,MM Ali,34,1,1,111.61,44.083,High
21,15,0,356,119,23.73,364,97.8,1,1,2,32,14,Sri Lanka,MM Ali,46,1,1,97.8,43.53999999999999,High
17,15,0,392,67,26.13,427,91.8,0,2,0,30,12,India,MM Ali,42,0,1,91.8,40.339999999999996,High
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,U.A.E.,MM Iqbal,0,0,0,0.0,0.0,Low
2,2,0,0,0,0.0,7,0.0,0,0,2,0,0,Ireland,MM Iqbal,0,0,0,0.0,0.0,Low
1,1,1,7,7,0.0,4,175.0,0,0,0,1,0,Canada,MM Iqbal,1,0,0,175.0,52.8,High
1,1,0,10,10,10.0,42,23.8,0,0,0,0,0,Pakistan,MM Iqbal,0,0,0,23.8,7.14,Low
1,1,0,36,36,36.0,71,50.7,0,0,0,3,0,Kenya,MM Iqbal,3,0,0,50.7,16.11,Low
4,4,3,55,26,55.0,105,52.38,0,0,0,4,1,Afghanistan,MM Iqbal,5,0,0,52.38,17.214,Other
1,1,0,63,63,63.0,92,68.47,0,1,0,3,0,Netherlands,MM Iqbal,3,0,1,68.47,21.641000000000002,Other
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Australia,MM Patel,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Bangladesh,MM Patel,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Ireland,MM Patel,0,0,0,0.0,0.0,Low
6,1,1,0,0,0.0,0,0.0,0,0,0,0,0,England,MM Patel,0,0,0,0.0,0.0,Low
1,1,1,0,0,0.0,0,0.0,0,0,0,0,0,Pakistan,MM Patel,0,0,0,0.0,0.0,Low
2,1,1,0,0,0.0,1,0.0,0,0,0,0,0,Sri Lanka,MM Patel,0,0,0,0.0,0.0,Low
4,1,0,1,1,1.0,2,50.0,0,0,0,0,0,West Indies,MM Patel,0,0,0,50.0,15.0,Low
5,2,1,8,7,8.0,11,72.72,0,0,0,1,0,New Zealand,MM Patel,1,0,0,72.72,22.116,Other
6,4,3,11,6,11.0,15,73.33,0,0,1,1,0,South Africa,MM Patel,1,0,0,73.33,22.299,Other
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Ireland,MM Sharma,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Pakistan,MM Sharma,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,U.A.E.,MM Sharma,0,0,0,0.0,0.0,Low
4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Zimbabwe,MM Sharma,0,0,0,0.0,0.0,Low
1,1,0,0,0,0.0,1,0.0,0,0,1,0,0,Australia,MM Sharma,0,0,0,0.0,0.0,Low
6,3,3,0,0,0.0,10,0.0,0,0,0,0,0,South Africa,MM Sharma,0,0,0,0.0,0.0,Low
3,1,1,7,7,0.0,6,116.66,0,0,0,1,0,England,MM Sharma,1,0,0,116.66,35.297999999999995,High
4,1,0,8,8,8.0,7,114.28,0,0,0,2,0,West Indies,MM Sharma,2,0,0,114.28,34.884,High
5,3,1,16,11,8.0,42,38.09,0,0,0,2,0,Bangladesh,MM Sharma,2,0,0,38.09,12.027000000000001,Low
2,2,0,20,13,10.0,51,39.21,0,0,0,2,0,Ireland,MMA Jonkman,2,0,0,39.21,12.363,Low
1,1,0,24,24,24.0,21,114.28,0,0,0,3,1,P.N.G.,MN Samuels,4,0,0,114.28,35.484,High
2,2,0,24,15,12.0,52,46.15,0,0,0,2,0,U.A.E.,MN Samuels,2,0,0,46.15,14.444999999999999,Low
3,3,1,49,26,24.5,69,71.01,0,0,0,5,2,Ireland,MN Samuels,7,0,0,71.01,23.403000000000002,Other
1,1,0,51,51,51.0,98,52.04,0,1,0,4,0,Scotland,MN Samuels,4,0,1,52.04,17.011999999999997,Other
2,2,0,53,36,26.5,90,58.88,0,0,0,3,1,Afghanistan,MN Samuels,4,0,0,58.88,18.864,Other
8,7,0,127,32,18.14,214,59.34,0,0,0,7,2,England,MN Samuels,9,0,0,59.34,20.502,Other
5,5,2,190,110,63.33,197,96.44,1,1,1,20,4,Sri Lanka,MN Samuels,24,1,1,96.44,36.532,High
6,5,1,228,101,57.0,259,88.03,1,0,0,22,4,New Zealand,MN Samuels,26,1,0,88.03,34.409,High
10,10,0,269,68,26.9,324,83.02,0,2,2,20,11,South Africa,MN Samuels,31,0,1,83.02,34.406,High
9,9,0,301,125,33.44,400,75.25,1,1,1,28,9,Australia,MN Samuels,37,1,1,75.25,34.074999999999996,High
11,11,1,404,126,40.4,524,77.09,1,2,1,45,6,Bangladesh,MN Samuels,51,1,1,77.09,38.827,High
15,14,2,484,106,40.33,816,59.31,1,1,0,35,9,Pakistan,MN Samuels,44,1,1,59.31,31.392999999999997,High
25,25,2,670,126,29.13,840,79.76,2,3,1,63,20,India,MN Samuels,83,1,1,79.76,49.227999999999994,High
1,1,1,0,0,0.0,0,0.0,0,0,0,0,0,Netherlands,MN van Wyk,0,0,0,0.0,0.0,Low
1,1,0,5,5,5.0,5,100.0,0,0,0,0,0,Bangladesh,MN van Wyk,0,0,0,100.0,30.0,High
1,1,0,13,13,13.0,37,35.13,0,0,0,0,0,England,MN van Wyk,0,0,0,35.13,10.539,Low
1,1,0,18,18,18.0,24,75.0,0,0,0,4,0,West Indies,MN van Wyk,4,0,0,75.0,23.7,Other
1,1,0,42,42,42.0,41,102.43,0,0,0,7,1,Ireland,MN van Wyk,8,0,0,102.43,33.129,High
3,3,0,76,56,25.33,90,84.44,0,1,0,10,0,India,MN van Wyk,10,0,1,84.44,28.531999999999996,High
3,3,0,76,58,25.33,126,60.31,0,1,0,7,2,New Zealand,MN van Wyk,9,0,1,60.31,20.993,Other
1,1,0,1,1,1.0,12,8.33,0,0,0,0,0,Ireland,MN Waller,0,0,0,8.33,2.499,Low
1,1,0,11,11,11.0,39,28.2,0,0,0,1,0,Australia,MN Waller,1,0,0,28.2,8.76,Low
3,3,0,39,20,13.0,61,63.93,0,0,0,5,0,South Africa,MN Waller,5,0,0,63.93,20.679,Other
7,7,0,60,35,8.57,139,43.16,0,0,1,3,1,India,MN Waller,4,0,0,43.16,14.147999999999998,Low
2,1,0,92,92,92.0,62,148.38,0,1,0,10,5,Scotland,MN Waller,15,0,1,148.38,49.214,High
3,3,0,92,51,30.66,115,80.0,0,1,0,9,2,West Indies,MN Waller,11,0,1,80.0,27.5,Other
18,15,2,105,36,8.07,159,66.03,0,0,6,11,0,Afghanistan,MN Waller,11,0,0,66.03,23.109,Other
7,6,0,137,48,22.83,162,84.56,0,0,0,17,0,Pakistan,MN Waller,17,0,0,84.56,30.467999999999996,High
10,9,1,175,51,21.87,270,64.81,0,1,1,15,1,Bangladesh,MN Waller,16,0,1,64.81,24.443,Other
5,5,1,175,99,43.75,167,104.79,0,1,0,18,1,New Zealand,MN Waller,19,0,1,104.79,37.337,High
8,8,1,183,40,26.14,181,101.1,0,0,0,20,1,Sri Lanka,MN Waller,21,0,0,101.1,36.629999999999995,High
2,2,0,6,4,3.0,15,40.0,0,0,0,0,0,New Zealand,MNK Fernando,0,0,0,40.0,12.0,Low
2,2,0,69,50,34.5,90,76.66,0,1,0,10,0,India,MNK Fernando,10,0,1,76.66,26.197999999999997,Other
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Oman,Mohammad Aadil Alam,0,0,0,0.0,0.0,Low
1,1,1,0,0,0.0,0,0.0,0,0,0,0,0,Scotland,Mohammad Aadil Alam,0,0,0,0.0,0.0,Low
2,2,0,30,20,15.0,43,69.76,0,0,0,3,1,Namibia,Mohammad Aadil Alam,4,0,0,69.76,22.128,Other
2,2,0,40,36,20.0,34,117.64,0,0,0,3,2,U.S.A.,Mohammad Aadil Alam,5,0,0,117.64,36.792,High
3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Australia,Mohammad Abbas,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Afghanistan,Mohammad Amir,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Hong Kong,Mohammad Amir,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Ireland,Mohammad Amir,0,0,0,0.0,0.0,Low
3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Zimbabwe,Mohammad Amir,0,0,0,0.0,0.0,Low
5,1,0,6,6,6.0,12,50.0,0,0,0,0,0,South Africa,Mohammad Amir,0,0,0,50.0,15.0,Low
6,2,2,6,3,0.0,10,60.0,0,0,0,0,0,West Indies,Mohammad Amir,0,0,0,60.0,18.0,Other
1,1,0,8,8,8.0,6,133.33,0,0,0,1,0,Bangladesh,Mohammad Amir,1,0,0,133.33,40.299,High
7,4,1,23,14,7.66,46,50.0,0,0,1,3,0,New Zealand,Mohammad Amir,3,0,0,50.0,15.9,Low
6,3,1,30,18,15.0,49,61.22,0,0,0,1,0,India,Mohammad Amir,1,0,0,61.22,18.666,Other
4,2,1,33,28,33.0,57,57.89,0,0,0,1,0,Sri Lanka,Mohammad Amir,1,0,0,57.89,17.667,Other
9,7,1,38,17,6.33,48,79.16,0,0,2,2,1,Australia,Mohammad Amir,3,0,0,79.16,24.647999999999996,Other
1,1,0,1,1,1.0,6,16.66,0,0,0,0,0,Ireland,Mohammad Ashraful,0,0,0,16.66,4.998,Low
3,3,0,13,11,4.33,29,44.82,0,0,1,2,0,West Indies,Mohammad Ashraful,2,0,0,44.82,14.046,Low
2,2,0,27,14,13.5,48,56.25,0,0,0,1,1,England,Mohammad Ashraful,2,0,0,56.25,17.475,Other
3,3,0,37,31,12.33,84,44.04,0,0,0,5,0,New Zealand,Mohammad Ashraful,5,0,0,44.04,14.712,Low
5,4,0,51,29,12.75,86,59.3,0,0,1,7,0,Sri Lanka,Mohammad Ashraful,7,0,0,59.3,19.89,Other
3,3,0,53,29,17.66,94,56.38,0,0,0,6,0,India,Mohammad Ashraful,6,0,0,56.38,18.714000000000002,Other
7,7,0,71,29,10.14,133,53.38,0,0,0,9,0,Zimbabwe,Mohammad Ashraful,9,0,0,53.38,18.714,Other
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Bangladesh,Mohammad Asif,0,0,0,0.0,0.0,Low
1,1,0,0,0,0.0,2,0.0,0,0,1,0,0,Sri Lanka,Mohammad Asif,0,0,0,0.0,0.0,Low
4,4,2,1,1,0.5,21,4.76,0,0,1,0,0,Australia,Mohammad Asif,0,0,0,4.76,1.428,Low
1,1,0,3,3,3.0,5,60.0,0,0,0,0,0,Afghanistan,Mohammad Boota,0,0,0,60.0,18.0,Other
2,2,0,18,13,9.0,42,42.85,0,0,0,1,0,Scotland,Mohammad Boota,1,0,0,42.85,13.155000000000001,Low
2,2,0,51,36,25.5,91,56.04,0,0,0,2,2,Zimbabwe,Mohammad Boota,4,0,0,56.04,18.011999999999997,Other
2,2,0,57,37,28.5,76,75.0,0,0,0,4,1,Ireland,Mohammad Boota,5,0,0,75.0,24.0,Other
2,2,1,62,59,62.0,38,163.15,0,1,0,5,4,Nepal,Mohammad Boota,9,0,1,163.15,51.845,High
1,1,0,9,9,9.0,20,45.0,0,0,0,1,0,Kenya,Mohammad Hafeez,1,0,0,45.0,13.8,Low
1,1,0,11,11,11.0,12,91.66,0,0,0,2,0,Canada,Mohammad Hafeez,2,0,0,91.66,28.098,Other
1,1,0,18,18,18.0,26,69.23,0,0,0,2,0,Scotland,Mohammad Hafeez,2,0,0,69.23,21.369000000000003,Other
3,3,0,37,19,12.33,68,54.41,0,0,0,3,0,Afghanistan,Mohammad Hafeez,3,0,0,54.41,17.222999999999995,Other
10,10,0,279,78,27.9,363,76.85,0,2,0,21,4,Australia,Mohammad Hafeez,25,0,1,76.85,30.754999999999995,High
10,10,0,270,89,27.0,419,64.43,0,2,2,34,0,Bangladesh,Mohammad Hafeez,34,0,1,64.43,29.729,High
10,10,1,446,105,49.55,513,86.93,1,3,1,42,7,India,Mohammad Hafeez,49,1,1,86.93,41.179,High
16,16,1,654,121,43.6,806,81.14,1,6,0,60,13,West Indies,Mohammad Hafeez,73,1,1,81.14,46.641999999999996,High
25,24,1,644,71,28.0,832,77.4,0,5,1,67,9,South Africa,Mohammad Hafeez,76,0,1,77.4,46.22,High
18,18,2,597,102,37.31,741,80.56,1,3,2,58,12,England,Mohammad Hafeez,70,1,1,80.56,45.568,High
24,24,2,719,115,32.68,884,81.33,1,5,4,66,18,New Zealand,Mohammad Hafeez,84,1,1,81.33,49.998999999999995,High
13,13,3,700,139,70.0,780,89.74,2,3,0,70,15,Zimbabwe,Mohammad Hafeez,85,1,1,89.74,52.821999999999996,High
33,32,3,1143,140,39.41,1398,81.75,4,4,2,114,20,Sri Lanka,Mohammad Hafeez,134,1,1,81.75,65.125,High
1,1,0,3,3,3.0,9,33.33,0,0,0,0,0,Sri Lanka,Mohammad Haris,0,0,0,33.33,9.998999999999999,Low
1,1,0,4,4,4.0,10,40.0,0,0,0,0,0,Netherlands,Mohammad Haris,0,0,0,40.0,12.0,Low
3,2,0,6,6,3.0,8,75.0,0,0,1,1,0,West Indies,Mohammad Haris,1,0,0,75.0,22.8,Other
1,1,1,17,17,0.0,8,212.5,0,0,0,1,1,New Zealand,Mohammad Haris,2,0,0,212.5,64.35,High
3,1,0,0,0,0.0,1,0.0,0,0,1,0,0,Australia,Mohammad Hasnain,0,0,0,0.0,0.0,Low
1,1,1,3,3,0.0,3,100.0,0,0,0,0,0,Zimbabwe,Mohammad Hasnain,0,0,0,100.0,30.0,High
1,1,1,4,4,0.0,2,200.0,0,0,0,1,0,New Zealand,Mohammad Hasnain,1,0,0,200.0,60.3,High
2,1,1,12,12,0.0,5,240.0,0,0,0,3,0,South Africa,Mohammad Hasnain,3,0,0,240.0,72.9,High
2,1,0,28,28,28.0,17,164.7,0,0,0,4,1,England,Mohammad Hasnain,5,0,0,164.7,50.91,High
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Ireland,Mohammad Irfan,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Scotland,Mohammad Irfan,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,U.A.E.,Mohammad Irfan,0,0,0,0.0,0.0,Low
7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Zimbabwe,Mohammad Irfan,0,0,0,0.0,0.0,Low
5,4,2,1,1,0.5,12,8.33,0,0,2,0,0,India,Mohammad Irfan,0,0,0,8.33,2.499,Low
9,6,5,1,1,1.0,18,5.55,0,0,1,0,0,New Zealand,Mohammad Irfan,0,0,0,5.55,1.6649999999999998,Low
7,4,2,3,3,1.5,20,15.0,0,0,2,0,0,England,Mohammad Irfan,0,0,0,15.0,4.5,Low
